,Year,Origin,Dest,NonStopMiles,Passengers
20334,2022,CVN,MIA,1484.0,20.0
20335,2022,CVN,MKE,1007.0,20.0
20336,2022,CVN,MRY,1067.0,20.0
20337,2022,CVN,MSN,953.0,30.0
20338,2022,CVN,MSO,1036.0,20.0
20339,2022,CVN,MSP,891.0,60.0
20340,2022,CVN,MSY,810.0,10.0
20341,2022,CVN,MTJ,389.0,10.0
20342,2022,CVN,OKC,318.0,10.0
20343,2022,CVN,OMA,615.0,20.0
20344,2022,CVN,ONT,831.0,40.0
20345,2022,CVN,ORD,974.0,100.0
20346,2022,CVN,ORF,1517.0,40.0
20347,2022,CVN,PDX,1285.0,70.0
20348,2022,CVN,PHL,1575.0,70.0
20349,2022,CVN,PHX,518.0,40.0
20350,2022,CVN,PIT,1319.0,50.0
20351,2022,CVN,PNS,966.0,30.0
20352,2022,CVN,PQI,2007.0,10.0
20353,2022,CVN,PSC,1172.0,10.0
20354,2022,CVN,PVD,1786.0,10.0
20355,2022,CVN,RAP,664.0,10.0
20356,2022,CVN,RDM,1178.0,10.0
20357,2022,CVN,RDU,1375.0,20.0
20358,2022,CVN,ROC,1490.0,10.0
20359,2022,CVN,RSW,1380.0,10.0
20360,2022,CVN,SAN,822.0,80.0
20361,2022,CVN,SAT,432.0,50.0
20362,2022,CVN,SBN,1040.0,10.0
20363,2022,CVN,SBP,999.0,10.0
20364,2022,CVN,SEA,1342.0,70.0
20365,2022,CVN,SFO,1101.0,80.0
20366,2022,CVN,SGF,577.0,10.0
20367,2022,CVN,SLC,656.0,80.0
20368,2022,CVN,SMF,1069.0,20.0
20369,2022,CVN,SNA,849.0,40.0
20370,2022,CVN,SRQ,1309.0,20.0
20371,2022,CVN,SYR,1566.0,50.0
20372,2022,CVN,TPA,1292.0,40.0
20373,2022,CVN,TUL,424.0,10.0
20374,2022,CVN,TYS,1083.0,10.0
20375,2022,CVN,VPS,1003.0,110.0
20376,2022,CWA,ABE,777.0,160.0
20377,2022,CWA,ABI,1009.0,30.0
20378,2022,CWA,ABQ,1119.0,270.0
20379,2022,CWA,ABR,430.0,10.0
20380,2022,CWA,ABY,960.0,20.0
20381,2022,CWA,ACY,856.0,10.0
20382,2022,CWA,AGS,888.0,40.0
20383,2022,CWA,ALB,805.0,150.0
20384,2022,CWA,AMA,916.0,60.0
20385,2022,CWA,ANC,2643.0,420.0
20386,2022,CWA,ASE,963.0,10.0
20387,2022,CWA,ATL,818.0,1740.0
20388,2022,CWA,AUS,1096.0,1010.0
20389,2022,CWA,AVL,746.0,100.0
20390,2022,CWA,AVP,744.0,10.0
20391,2022,CWA,AZO,271.0,50.0
20392,2022,CWA,BDL,876.0,500.0
20393,2022,CWA,BFL,1674.0,10.0
20394,2022,CWA,BGM,709.0,10.0
20395,2022,CWA,BGR,1022.0,210.0
20396,2022,CWA,BHM,789.0,190.0
20397,2022,CWA,BIL,921.0,80.0
20398,2022,CWA,BIS,552.0,90.0
20399,2022,CWA,BMI,299.0,20.0
20400,2022,CWA,BNA,617.0,1330.0
20401,2022,CWA,BOI,1317.0,520.0
20402,2022,CWA,BOS,949.0,1810.0
20403,2022,CWA,BRO,1371.0,40.0
20404,2022,CWA,BTR,986.0,70.0
20405,2022,CWA,BTV,813.0,140.0
20406,2022,CWA,BUF,560.0,320.0
20407,2022,CWA,BUR,1687.0,40.0
20408,2022,CWA,BWI,772.0,520.0
20409,2022,CWA,BZN,1047.0,300.0
20410,2022,CWA,CAE,876.0,110.0
20411,2022,CWA,CHA,712.0,20.0
20412,2022,CWA,CHO,740.0,20.0
20413,2022,CWA,CHS,969.0,360.0
20414,2022,CWA,CID,225.0,10.0
20415,2022,CWA,CLE,458.0,660.0
20416,2022,CWA,CLL,1044.0,10.0
20417,2022,CWA,CLT,805.0,1490.0
20418,2022,CWA,CMH,478.0,530.0
20419,2022,CWA,CMI,335.0,10.0
20420,2022,CWA,COS,877.0,60.0
20421,2022,CWA,COU,432.0,30.0
20422,2022,CWA,CRP,1250.0,60.0
20423,2022,CWA,CRW,608.0,40.0
20424,2022,CWA,CVG,472.0,330.0
20425,2022,CWA,DAB,1175.0,60.0
20426,2022,CWA,DAL,909.0,10.0
20427,2022,CWA,DAY,437.0,150.0
20428,2022,CWA,DCA,768.0,1470.0
20429,2022,CWA,DEN,839.0,2340.0
20430,2022,CWA,DFW,910.0,2370.0
20431,2022,CWA,DLH,188.0,10.0
20432,2022,CWA,DRO,1079.0,30.0
20433,2022,CWA,DRT,1228.0,40.0
20434,2022,CWA,DSM,301.0,120.0
20435,2022,CWA,DTW,363.0,2110.0
20436,2022,CWA,ECP,1017.0,100.0
20437,2022,CWA,EGE,951.0,20.0
20438,2022,CWA,ELM,666.0,20.0
20439,2022,CWA,ELP,1270.0,100.0
20440,2022,CWA,ERI,512.0,10.0
20441,2022,CWA,EUG,1648.0,70.0
20442,2022,CWA,EVV,478.0,20.0
20443,2022,CWA,EWN,945.0,10.0
20444,2022,CWA,EWR,836.0,610.0
20445,2022,CWA,EYW,1463.0,280.0
20446,2022,CWA,FAI,2577.0,20.0
20447,2022,CWA,FAR,375.0,70.0
20448,2022,CWA,FAT,1659.0,110.0
20449,2022,CWA,FCA,1192.0,120.0
20450,2022,CWA,FLL,1395.0,690.0
20451,2022,CWA,FNT,321.0,20.0
20452,2022,CWA,FSD,361.0,200.0
20453,2022,CWA,FWA,347.0,30.0
20454,2022,CWA,GEG,1344.0,480.0
20455,2022,CWA,GFK,420.0,60.0
20456,2022,CWA,GGG,897.0,30.0
20457,2022,CWA,GJT,1044.0,20.0
20458,2022,CWA,GNV,1116.0,20.0
20459,2022,CWA,GPT,992.0,60.0
20460,2022,CWA,GRK,1044.0,20.0
20461,2022,CWA,GRR,245.0,250.0
20462,2022,CWA,GSO,787.0,180.0
20463,2022,CWA,GSP,788.0,90.0
20464,2022,CWA,GTF,1055.0,20.0
20465,2022,CWA,GTR,784.0,10.0
20466,2022,CWA,HHH,992.0,30.0
20467,2022,CWA,HLN,1084.0,30.0
20468,2022,CWA,HNL,4147.0,280.0
20469,2022,CWA,HOU,1088.0,30.0
20470,2022,CWA,HPN,848.0,230.0
20471,2022,CWA,HRL,1354.0,40.0
20472,2022,CWA,HSV,716.0,90.0
20473,2022,CWA,HTS,575.0,10.0
20474,2022,CWA,HYA,999.0,10.0
20475,2022,CWA,IAD,746.0,250.0
20476,2022,CWA,IAH,1066.0,1050.0
20477,2022,CWA,ICT,636.0,110.0
20478,2022,CWA,IDA,1114.0,110.0
20479,2022,CWA,ILM,957.0,80.0
20480,2022,CWA,IND,390.0,410.0
20481,2022,CWA,ITO,4077.0,10.0
20482,2022,CWA,JAC,1047.0,50.0
20483,2022,CWA,JAN,860.0,100.0
20484,2022,CWA,JAX,1077.0,630.0
20485,2022,CWA,JFK,856.0,330.0
20486,2022,CWA,JNU,2099.0,10.0
20487,2022,CWA,KOA,4125.0,170.0
20488,2022,CWA,KTN,1972.0,10.0
20489,2022,CWA,LAN,289.0,20.0
20490,2022,CWA,LAS,1464.0,2460.0
20491,2022,CWA,LAX,1699.0,1870.0
20492,2022,CWA,LBB,1004.0,10.0
20493,2022,CWA,LCH,1029.0,30.0
20494,2022,CWA,LEX,534.0,190.0
20495,2022,CWA,LFT,1013.0,70.0
20496,2022,CWA,LGA,848.0,1480.0
20497,2022,CWA,LGB,1692.0,10.0
20498,2022,CWA,LIH,4187.0,50.0
20499,2022,CWA,LIT,706.0,180.0
20500,2022,CWA,LRD,1306.0,60.0
20501,2022,CWA,LYH,749.0,30.0
20502,2022,CWA,MAF,1114.0,30.0
20503,2022,CWA,MBS,291.0,40.0
20504,2022,CWA,MCI,459.0,540.0
20505,2022,CWA,MCO,1218.0,3010.0
20506,2022,CWA,MDT,730.0,280.0
20507,2022,CWA,MDW,228.0,10.0
20508,2022,CWA,MEM,672.0,260.0
20509,2022,CWA,MFE,1369.0,70.0
20510,2022,CWA,MFR,1663.0,70.0
20511,2022,CWA,MGM,878.0,20.0
20512,2022,CWA,MHK,530.0,20.0
20513,2022,CWA,MHT,918.0,90.0
20514,2022,CWA,MIA,1410.0,960.0
20515,2022,CWA,MLB,1253.0,20.0
20516,2022,CWA,MLU,856.0,40.0
20517,2022,CWA,MOB,975.0,70.0
20518,2022,CWA,MOT,603.0,90.0
20519,2022,CWA,MRY,1769.0,10.0
20520,2022,CWA,MSO,1183.0,80.0
20521,2022,CWA,MSP,175.0,870.0
20522,2022,CWA,MSY,1020.0,440.0
20523,2022,CWA,MYR,956.0,290.0
20524,2022,CWA,OAJ,937.0,60.0
20525,2022,CWA,OAK,1751.0,30.0
20526,2022,CWA,OGG,4092.0,210.0
20527,2022,CWA,OKC,771.0,180.0
20528,2022,CWA,OMA,396.0,220.0
20529,2022,CWA,ONT,1656.0,100.0
20530,2022,CWA,ORD,213.0,1830.0
20531,2022,CWA,ORF,889.0,470.0
20532,2022,CWA,PBI,1356.0,380.0
20533,2022,CWA,PDX,1598.0,990.0
20534,2022,CWA,PGV,904.0,20.0
20535,2022,CWA,PHF,866.0,10.0
20536,2022,CWA,PHL,811.0,920.0
20537,2022,CWA,PHX,1426.0,2500.0
20538,2022,CWA,PIT,564.0,520.0
20539,2022,CWA,PNS,996.0,260.0
20540,2022,CWA,PSC,1425.0,120.0
20541,2022,CWA,PSP,1614.0,230.0
20542,2022,CWA,PVD,942.0,160.0
20543,2022,CWA,PWM,962.0,270.0
20544,2022,CWA,RAP,664.0,110.0
20545,2022,CWA,RDD,1677.0,10.0
20546,2022,CWA,RDM,1546.0,40.0
20547,2022,CWA,RDU,839.0,950.0
20548,2022,CWA,RIC,815.0,320.0
20549,2022,CWA,RNO,1579.0,210.0
20550,2022,CWA,ROA,721.0,80.0
20551,2022,CWA,ROC,609.0,190.0
20552,2022,CWA,RSW,1332.0,1300.0
20553,2022,CWA,SAF,1071.0,20.0
20554,2022,CWA,SAN,1691.0,1230.0
20555,2022,CWA,SAT,1156.0,860.0
20556,2022,CWA,SAV,985.0,160.0
20557,2022,CWA,SBA,1748.0,30.0
20558,2022,CWA,SBN,271.0,10.0
20559,2022,CWA,SBP,1757.0,20.0
20560,2022,CWA,SCE,658.0,60.0
20561,2022,CWA,SDF,499.0,300.0
20562,2022,CWA,SEA,1567.0,1410.0
20563,2022,CWA,SFO,1762.0,1120.0
20564,2022,CWA,SGF,555.0,180.0
20565,2022,CWA,SGU,1351.0,50.0
20567,2022,CWA,SHV,880.0,10.0
20566,2022,CWA,SHV,879.0,50.0
20568,2022,CWA,SJC,1748.0,380.0
20569,2022,CWA,SJT,1096.0,30.0
20570,2022,CWA,SJU,2271.0,250.0
20571,2022,CWA,SLC,1163.0,1350.0
20572,2022,CWA,SMF,1691.0,880.0
20573,2022,CWA,SNA,1684.0,900.0
20574,2022,CWA,SPS,880.0,20.0
20575,2022,CWA,SRQ,1262.0,350.0
20576,2022,CWA,STL,418.0,460.0
20577,2022,CWA,STS,1756.0,10.0
20578,2022,CWA,STT,2313.0,30.0
20579,2022,CWA,SYR,685.0,250.0
20580,2022,CWA,TLH,1033.0,70.0
20581,2022,CWA,TOL,369.0,40.0
20582,2022,CWA,TPA,1224.0,1760.0
20583,2022,CWA,TRI,688.0,30.0
20584,2022,CWA,TUL,676.0,460.0
20585,2022,CWA,TUS,1440.0,580.0
20586,2022,CWA,TWF,1250.0,10.0
20587,2022,CWA,TXK,815.0,20.0
20588,2022,CWA,TYR,911.0,10.0
20589,2022,CWA,TYS,687.0,260.0
20590,2022,CWA,VPS,1001.0,110.0
20591,2022,CWA,XNA,635.0,160.0
20592,2022,CWA,XWA,712.0,20.0
20593,2022,CWA,YUM,1576.0,50.0
20594,2022,CYS,ABQ,433.0,180.0
20595,2022,CYS,ACV,1006.0,20.0
20596,2022,CYS,AEX,962.0,20.0
20597,2022,CYS,ALB,1592.0,20.0
20598,2022,CYS,AMA,443.0,20.0
20599,2022,CYS,ANC,2330.0,30.0
20600,2022,CYS,ATL,1232.0,260.0
20601,2022,CYS,AUS,855.0,330.0
20602,2022,CYS,BDL,1657.0,60.0
20603,2022,CYS,BHB,1851.0,10.0
20604,2022,CYS,BHM,1120.0,60.0
20605,2022,CYS,BIL,372.0,90.0
20606,2022,CYS,BIS,437.0,60.0
20607,2022,CYS,BNA,1038.0,180.0
20608,2022,CYS,BOI,607.0,300.0
20609,2022,CYS,BOS,1737.0,140.0
20610,2022,CYS,BTR,1058.0,10.0
20611,2022,CYS,BTV,1615.0,10.0
20612,2022,CYS,BUF,1342.0,10.0
20613,2022,CYS,BUR,882.0,20.0
20614,2022,CYS,BWI,1489.0,100.0
20615,2022,CYS,BZN,451.0,110.0
20616,2022,CYS,CAE,1387.0,30.0
20617,2022,CYS,CAK,1217.0,10.0
20618,2022,CYS,CHA,1146.0,10.0
20619,2022,CYS,CHS,1477.0,60.0
20620,2022,CYS,CID,681.0,30.0
20621,2022,CYS,CLE,1192.0,120.0
20622,2022,CYS,CLT,1357.0,50.0
20623,2022,CYS,CMH,1153.0,40.0
20624,2022,CYS,COD,316.0,10.0
20625,2022,CYS,COS,162.0,30.0
20626,2022,CYS,CRW,1247.0,10.0
20627,2022,CYS,CVG,1075.0,60.0
20628,2022,CYS,DAY,1085.0,10.0
20629,2022,CYS,DCA,1476.0,250.0
20630,2022,CYS,DEC,844.0,10.0
20631,2022,CYS,DEN,90.0,20.0
20632,2022,CYS,DFW,713.0,710.0
20633,2022,CYS,DRO,318.0,40.0
20634,2022,CYS,DSM,580.0,140.0
20635,2022,CYS,DTW,1110.0,140.0
20636,2022,CYS,EAU,721.0,10.0
20637,2022,CYS,ELP,650.0,20.0
20638,2022,CYS,ERI,1273.0,10.0
20639,2022,CYS,EUG,958.0,100.0
20640,2022,CYS,EWN,1563.0,10.0
20641,2022,CYS,EWR,1596.0,240.0
20642,2022,CYS,EYW,1752.0,20.0
20643,2022,CYS,FAR,562.0,80.0
20644,2022,CYS,FAT,856.0,90.0
20645,2022,CYS,FCA,677.0,50.0
20646,2022,CYS,FLG,558.0,10.0
20647,2022,CYS,FLL,1751.0,130.0
20648,2022,CYS,FNT,1088.0,10.0
20649,2022,CYS,FSD,445.0,100.0
20650,2022,CYS,FWA,1022.0,10.0
20651,2022,CYS,GEG,771.0,140.0
20652,2022,CYS,GGW,495.0,10.0
20653,2022,CYS,GJT,242.0,60.0
20654,2022,CYS,GNV,1491.0,10.0
20655,2022,CYS,GPT,1150.0,20.0
20656,2022,CYS,GRR,998.0,50.0
20657,2022,CYS,GSO,1385.0,20.0
20658,2022,CYS,GSP,1301.0,30.0
20659,2022,CYS,GTF,544.0,50.0
20660,2022,CYS,GTR,1037.0,10.0
20661,2022,CYS,HDN,134.0,10.0
20662,2022,CYS,HLN,519.0,10.0
20663,2022,CYS,HNL,3367.0,120.0
20664,2022,CYS,HOB,591.0,10.0
20665,2022,CYS,HRL,1107.0,10.0
20666,2022,CYS,HSV,1081.0,50.0
20667,2022,CYS,IAD,1452.0,270.0
20668,2022,CYS,IAH,935.0,520.0
20669,2022,CYS,ICT,463.0,100.0
20670,2022,CYS,IDA,406.0,50.0
20671,2022,CYS,IND,979.0,50.0
20672,2022,CYS,ITH,1460.0,10.0
20673,2022,CYS,JAC,347.0,20.0
20674,2022,CYS,JAN,1018.0,20.0
20675,2022,CYS,JAX,1485.0,70.0
20676,2022,CYS,KOA,3337.0,20.0
20677,2022,CYS,LAS,659.0,730.0
20678,2022,CYS,LAX,895.0,510.0
20679,2022,CYS,LBB,542.0,20.0
20680,2022,CYS,LCH,1000.0,30.0
20681,2022,CYS,LEX,1097.0,10.0
20682,2022,CYS,LGA,1610.0,210.0
20683,2022,CYS,LIT,817.0,30.0
20684,2022,CYS,LNY,3339.0,10.0
20685,2022,CYS,MAF,652.0,180.0
20686,2022,CYS,MCI,549.0,220.0
20687,2022,CYS,MCO,1590.0,380.0
20688,2022,CYS,MDT,1469.0,10.0
20689,2022,CYS,MEM,910.0,60.0
20690,2022,CYS,MFE,1099.0,30.0
20691,2022,CYS,MFR,935.0,60.0
20692,2022,CYS,MGM,1187.0,10.0
20693,2022,CYS,MIA,1758.0,60.0
20694,2022,CYS,MKE,877.0,70.0
20695,2022,CYS,MLI,744.0,10.0
20696,2022,CYS,MOT,520.0,30.0
20697,2022,CYS,MSN,805.0,30.0
20698,2022,CYS,MSO,609.0,80.0
20699,2022,CYS,MSP,640.0,240.0
20700,2022,CYS,MSY,1121.0,90.0
20701,2022,CYS,MTJ,245.0,10.0
20702,2022,CYS,OGG,3308.0,20.0
20703,2022,CYS,OKC,558.0,220.0
20704,2022,CYS,OMA,464.0,100.0
20705,2022,CYS,ONT,854.0,60.0
20706,2022,CYS,ORD,876.0,210.0
20707,2022,CYS,ORD,877.0,270.0
20708,2022,CYS,ORF,1560.0,20.0
20709,2022,CYS,PBG,1599.0,10.0
20710,2022,CYS,PBI,1725.0,20.0
20711,2022,CYS,PDX,944.0,280.0
20712,2022,CYS,PHL,1552.0,110.0
20713,2022,CYS,PHX,663.0,1100.0
20714,2022,CYS,PIT,1285.0,130.0
20715,2022,CYS,PNS,1230.0,10.0
20716,2022,CYS,PSP,816.0,80.0
20717,2022,CYS,PVD,1723.0,10.0
20718,2022,CYS,PWM,1761.0,20.0
20719,2022,CYS,RAP,219.0,10.0
20720,2022,CYS,RDD,916.0,10.0
20721,2022,CYS,RDM,857.0,20.0
20722,2022,CYS,RDU,1450.0,100.0
20723,2022,CYS,RHI,830.0,10.0
20724,2022,CYS,RIC,1488.0,50.0
20725,2022,CYS,RNO,797.0,120.0
20726,2022,CYS,ROA,1353.0,10.0
20727,2022,CYS,ROC,1395.0,10.0
20728,2022,CYS,RSW,1656.0,150.0
20729,2022,CYS,SAF,388.0,20.0
20730,2022,CYS,SAN,897.0,430.0
20731,2022,CYS,SAT,877.0,580.0
20732,2022,CYS,SAV,1446.0,70.0
20733,2022,CYS,SBA,943.0,30.0
20734,2022,CYS,SBN,959.0,20.0
20735,2022,CYS,SCE,1404.0,10.0
20736,2022,CYS,SDF,1035.0,60.0
20737,2022,CYS,SEA,968.0,590.0
20738,2022,CYS,SFO,970.0,350.0
20739,2022,CYS,SGF,669.0,60.0
20740,2022,CYS,SHV,854.0,70.0
20741,2022,CYS,SJC,953.0,30.0
20742,2022,CYS,SLC,376.0,220.0
20743,2022,CYS,SMF,906.0,370.0
20744,2022,CYS,SNA,883.0,220.0
20745,2022,CYS,SRQ,1580.0,60.0
20746,2022,CYS,STL,784.0,110.0
20747,2022,CYS,SUN,512.0,10.0
20748,2022,CYS,SYR,1474.0,50.0
20749,2022,CYS,TLH,1363.0,10.0
20750,2022,CYS,TPA,1554.0,240.0
20751,2022,CYS,TUL,591.0,190.0
20752,2022,CYS,TUS,710.0,130.0
20753,2022,CYS,TVC,1003.0,30.0
20754,2022,CYS,TYS,1184.0,30.0
20755,2022,CYS,VLD,1397.0,10.0
20756,2022,CYS,VPS,1259.0,10.0
20757,2022,CYS,XWA,493.0,30.0
20758,2022,DAB,ABE,852.0,820.0
20759,2022,DAB,ABI,1128.0,60.0
20760,2022,DAB,ABQ,1547.0,1220.0
20761,2022,DAB,ABR,1468.0,30.0
20762,2022,DAB,ABY,248.0,30.0
20763,2022,DAB,ACT,979.0,10.0
20764,2022,DAB,ACV,2543.0,20.0
20765,2022,DAB,AEX,703.0,110.0
20766,2022,DAB,AGS,294.0,240.0
20767,2022,DAB,ALB,1019.0,3440.0
20768,2022,DAB,ALO,1118.0,10.0
20769,2022,DAB,AMA,1276.0,30.0
20770,2022,DAB,ANC,3783.0,400.0
20771,2022,DAB,APN,1105.0,30.0
20772,2022,DAB,ART,1059.0,20.0
20773,2022,DAB,ASE,1624.0,30.0
20774,2022,DAB,ATL,366.0,23610.0
20775,2022,DAB,ATW,1118.0,480.0
20776,2022,DAB,AUS,1001.0,2620.0
20777,2022,DAB,AVL,440.0,820.0
20778,2022,DAB,AVP,890.0,900.0
20779,2022,DAB,AZO,934.0,30.0
20780,2022,DAB,BDL,997.0,5990.0
20781,2022,DAB,BFL,2251.0,30.0
20782,2022,DAB,BGR,1269.0,240.0
20783,2022,DAB,BHM,452.0,1590.0
20784,2022,DAB,BIL,1880.0,80.0
20785,2022,DAB,BIS,1612.0,60.0
20786,2022,DAB,BJI,1467.0,20.0
20787,2022,DAB,BMI,897.0,510.0
20788,2022,DAB,BNA,580.0,4970.0
20789,2022,DAB,BOI,2175.0,670.0
20790,2022,DAB,BOS,1068.0,7440.0
20791,2022,DAB,BPT,782.0,30.0
20792,2022,DAB,BRD,1383.0,20.0
20793,2022,DAB,BRL,981.0,10.0
20794,2022,DAB,BRO,1029.0,10.0
20795,2022,DAB,BTR,613.0,460.0
20796,2022,DAB,BTV,1141.0,1120.0
20797,2022,DAB,BUF,958.0,3010.0
20798,2022,DAB,BUR,2212.0,60.0
20799,2022,DAB,BWI,733.0,3890.0
20800,2022,DAB,BZN,1992.0,390.0
20801,2022,DAB,CAE,328.0,600.0
20802,2022,DAB,CAK,809.0,780.0
20803,2022,DAB,CHA,471.0,1260.0
20804,2022,DAB,CHO,635.0,710.0
20805,2022,DAB,CHS,263.0,870.0
20806,2022,DAB,CID,1060.0,730.0
20807,2022,DAB,CIU,1192.0,40.0
20808,2022,DAB,CLE,844.0,3610.0
20809,2022,DAB,CLL,923.0,10.0
20810,2022,DAB,CLT,416.0,7990.0
20811,2022,DAB,CMH,753.0,3980.0
20812,2022,DAB,CMI,853.0,30.0
20813,2022,DAB,COS,1505.0,140.0
20814,2022,DAB,COU,921.0,40.0
20815,2022,DAB,CRP,1004.0,30.0
20816,2022,DAB,CRW,635.0,540.0
20817,2022,DAB,CSG,326.0,90.0
20818,2022,DAB,CVG,711.0,2680.0
20819,2022,DAB,CWA,1175.0,60.0
20820,2022,DAB,DAL,969.0,800.0
20821,2022,DAB,DAY,761.0,1730.0
20822,2022,DAB,DCA,705.0,6600.0
20823,2022,DAB,DEN,1528.0,4520.0
20824,2022,DAB,DFW,981.0,5910.0
20825,2022,DAB,DHN,301.0,10.0
20826,2022,DAB,DLH,1358.0,70.0
20827,2022,DAB,DRO,1635.0,60.0
20828,2022,DAB,DRT,1198.0,20.0
20829,2022,DAB,DSM,1107.0,1290.0
20830,2022,DAB,DTW,908.0,7150.0
20831,2022,DAB,ECP,296.0,180.0
20832,2022,DAB,EGE,1636.0,100.0
20833,2022,DAB,EKO,2110.0,10.0
20834,2022,DAB,ELM,925.0,30.0
20835,2022,DAB,ELP,1518.0,330.0
20836,2022,DAB,ERI,891.0,230.0
20837,2022,DAB,ESC,1187.0,10.0
20838,2022,DAB,EUG,2525.0,50.0
20839,2022,DAB,EVV,715.0,470.0
20840,2022,DAB,EWN,469.0,90.0
20841,2022,DAB,EWR,884.0,5310.0
20842,2022,DAB,FAI,3738.0,30.0
20843,2022,DAB,FAR,1489.0,120.0
20844,2022,DAB,FAT,2289.0,130.0
20845,2022,DAB,FAY,420.0,190.0
20846,2022,DAB,FCA,2198.0,70.0
20847,2022,DAB,FLG,1833.0,40.0
20848,2022,DAB,FLO,354.0,20.0
20849,2022,DAB,FNT,962.0,190.0
20850,2022,DAB,FSD,1319.0,230.0
20851,2022,DAB,FSM,886.0,50.0
20852,2022,DAB,FWA,846.0,480.0
20853,2022,DAB,GCK,1281.0,10.0
20854,2022,DAB,GEG,2321.0,500.0
20855,2022,DAB,GFK,1554.0,30.0
20856,2022,DAB,GGG,841.0,10.0
20857,2022,DAB,GJT,1708.0,70.0
20858,2022,DAB,GPT,489.0,480.0
20859,2022,DAB,GRB,1125.0,280.0
20860,2022,DAB,GRI,1267.0,10.0
20861,2022,DAB,GRK,1012.0,20.0
20862,2022,DAB,GRR,977.0,1710.0
20863,2022,DAB,GSO,481.0,1580.0
20864,2022,DAB,GSP,400.0,1350.0
20865,2022,DAB,GTF,2053.0,30.0
20866,2022,DAB,GTR,534.0,100.0
20867,2022,DAB,HDN,1670.0,120.0
20868,2022,DAB,HIB,1406.0,40.0
20869,2022,DAB,HLN,2052.0,20.0
20870,2022,DAB,HNL,4759.0,460.0
20871,2022,DAB,HOU,858.0,580.0
20872,2022,DAB,HPN,918.0,2560.0
20873,2022,DAB,HRL,1036.0,50.0
20874,2022,DAB,HSV,504.0,1230.0
20875,2022,DAB,HTS,639.0,150.0
20876,2022,DAB,IAD,704.0,2500.0
20877,2022,DAB,IAH,861.0,1690.0
20878,2022,DAB,ICT,1109.0,740.0
20879,2022,DAB,IDA,1975.0,40.0
20880,2022,DAB,ILM,397.0,580.0
20881,2022,DAB,IMT,1210.0,10.0
20882,2022,DAB,IND,785.0,3640.0
20883,2022,DAB,INL,1489.0,10.0
20884,2022,DAB,ISP,918.0,50.0
20885,2022,DAB,ITH,953.0,60.0
20886,2022,DAB,JAC,1915.0,170.0
20887,2022,DAB,JAN,578.0,1020.0
20888,2022,DAB,JFK,891.0,3050.0
20889,2022,DAB,KOA,4693.0,80.0
20890,2022,DAB,LAN,958.0,30.0
20891,2022,DAB,LAS,2033.0,4170.0
20892,2022,DAB,LAX,2215.0,3580.0
20893,2022,DAB,LBB,1263.0,60.0
20894,2022,DAB,LEX,644.0,1160.0
20895,2022,DAB,LFT,661.0,320.0
20896,2022,DAB,LGA,897.0,6330.0
20897,2022,DAB,LGB,2201.0,30.0
20898,2022,DAB,LIH,4824.0,20.0
20899,2022,DAB,LIT,759.0,1180.0
20900,2022,DAB,LRD,1126.0,20.0
20901,2022,DAB,LSE,1159.0,80.0
20902,2022,DAB,LYH,571.0,70.0
20903,2022,DAB,LYH,572.0,180.0
20904,2022,DAB,MAF,1273.0,110.0
20905,2022,DAB,MBS,1004.0,30.0
20906,2022,DAB,MCI,1045.0,3010.0
20907,2022,DAB,MDT,797.0,900.0
20908,2022,DAB,MDW,947.0,1070.0
20909,2022,DAB,MEM,660.0,2390.0
20910,2022,DAB,MFE,1072.0,10.0
20911,2022,DAB,MFR,2490.0,70.0
20912,2022,DAB,MGM,383.0,180.0
20913,2022,DAB,MGW,724.0,10.0
20914,2022,DAB,MHK,1125.0,20.0
20915,2022,DAB,MHT,1089.0,1050.0
20916,2022,DAB,MKE,1023.0,2740.0
20917,2022,DAB,MLI,999.0,400.0
20918,2022,DAB,MLU,691.0,120.0
20919,2022,DAB,MOB,443.0,170.0
20920,2022,DAB,MOT,1699.0,50.0
20921,2022,DAB,MQT,1233.0,50.0
20922,2022,DAB,MRY,2407.0,60.0
20923,2022,DAB,MSN,1067.0,1440.0
20924,2022,DAB,MSO,2153.0,90.0
20925,2022,DAB,MSP,1271.0,3910.0
20926,2022,DAB,MSS,1139.0,10.0
20927,2022,DAB,MSY,557.0,1670.0
20928,2022,DAB,MTJ,1664.0,40.0
20929,2022,DAB,MWA,748.0,10.0
20930,2022,DAB,MYR,335.0,540.0
20931,2022,DAB,OAJ,439.0,330.0
20932,2022,DAB,OGG,4683.0,160.0
20933,2022,DAB,OKC,1057.0,1790.0
20934,2022,DAB,OMA,1181.0,2080.0
20935,2022,DAB,ONT,2169.0,1030.0
20936,2022,DAB,ORD,962.0,5830.0
20937,2022,DAB,ORF,602.0,2230.0
20938,2022,DAB,ORH,1038.0,10.0
20939,2022,DAB,PDX,2514.0,1500.0
20940,2022,DAB,PGV,494.0,30.0
20941,2022,DAB,PHF,608.0,230.0
20942,2022,DAB,PHL,808.0,6240.0
20943,2022,DAB,PHX,1847.0,3460.0
20944,2022,DAB,PIA,930.0,280.0
20945,2022,DAB,PIT,781.0,5090.0
20946,2022,DAB,PKB,701.0,60.0
20947,2022,DAB,PLN,1149.0,60.0
20948,2022,DAB,PNS,379.0,520.0
20949,2022,DAB,PSC,2363.0,90.0
20950,2022,DAB,PSP,2106.0,150.0
20951,2022,DAB,PVD,1020.0,3370.0
