,Year,Origin,Dest,NonStopMiles,Passengers
0,2022,ABE,ABI,1458.0,40.0
1,2022,ABE,ABQ,1738.0,870.0
2,2022,ABE,ABY,796.0,180.0
3,2022,ABE,ACV,2518.0,20.0
4,2022,ABE,ADQ,3470.0,10.0
5,2022,ABE,AEX,1151.0,100.0
6,2022,ABE,AGS,618.0,700.0
7,2022,ABE,ALO,887.0,50.0
8,2022,ABE,ALS,1644.0,10.0
9,2022,ABE,AMA,1477.0,30.0
10,2022,ABE,ANC,3330.0,250.0
11,2022,ABE,ASE,1663.0,40.0
12,2022,ABE,ATL,692.0,23650.0
13,2022,ABE,ATW,712.0,620.0
14,2022,ABE,AUS,1441.0,2620.0
15,2022,ABE,AVL,528.0,530.0
16,2022,ABE,AZO,536.0,120.0
17,2022,ABE,BFL,2382.0,20.0
18,2022,ABE,BGR,442.0,10.0
19,2022,ABE,BHM,792.0,1400.0
20,2022,ABE,BIL,1696.0,40.0
21,2022,ABE,BIS,1329.0,20.0
22,2022,ABE,BMI,709.0,90.0
23,2022,ABE,BNA,685.0,15020.0
24,2022,ABE,BOI,2085.0,660.0
25,2022,ABE,BOS,258.0,80.0
26,2022,ABE,BPT,1279.0,10.0
27,2022,ABE,BQK,730.0,60.0
28,2022,ABE,BTM,1886.0,10.0
29,2022,ABE,BTR,1124.0,510.0
30,2022,ABE,BTV,288.0,10.0
31,2022,ABE,BUF,232.0,10.0
32,2022,ABE,BUR,2378.0,60.0
33,2022,ABE,BZN,1822.0,620.0
34,2022,ABE,CAE,558.0,790.0
35,2022,ABE,CGI,796.0,10.0
36,2022,ABE,CHA,659.0,910.0
37,2022,ABE,CHO,237.0,30.0
38,2022,ABE,CHS,592.0,1530.0
39,2022,ABE,CID,850.0,450.0
40,2022,ABE,CIU,596.0,10.0
41,2022,ABE,CLE,339.0,400.0
42,2022,ABE,CLL,1362.0,30.0
43,2022,ABE,CLT,481.0,13760.0
44,2022,ABE,CMH,396.0,820.0
45,2022,ABE,CMI,678.0,20.0
46,2022,ABE,CMX,790.0,10.0
47,2022,ABE,COS,1557.0,480.0
48,2022,ABE,COU,901.0,80.0
49,2022,ABE,CPR,1601.0,20.0
50,2022,ABE,CRP,1537.0,120.0
51,2022,ABE,CRW,364.0,230.0
52,2022,ABE,CSG,770.0,240.0
53,2022,ABE,CVG,503.0,1330.0
54,2022,ABE,CWA,777.0,150.0
55,2022,ABE,DAB,852.0,840.0
56,2022,ABE,DAL,1300.0,230.0
57,2022,ABE,DAY,467.0,430.0
58,2022,ABE,DBQ,800.0,40.0
59,2022,ABE,DEC,711.0,10.0
60,2022,ABE,DEN,1539.0,2700.0
61,2022,ABE,DFW,1307.0,4190.0
62,2022,ABE,DHN,852.0,100.0
63,2022,ABE,DLH,938.0,150.0
64,2022,ABE,DRO,1748.0,30.0
65,2022,ABE,DRT,1633.0,10.0
66,2022,ABE,DSM,951.0,160.0
67,2022,ABE,DSM,952.0,980.0
68,2022,ABE,DTW,425.0,6570.0
69,2022,ABE,EAR,1234.0,40.0
70,2022,ABE,EAU,865.0,20.0
71,2022,ABE,ECP,917.0,890.0
72,2022,ABE,EGE,1659.0,100.0
73,2022,ABE,ELP,1821.0,580.0
74,2022,ABE,EUG,2422.0,100.0
75,2022,ABE,EVV,671.0,340.0
76,2022,ABE,EWN,395.0,180.0
77,2022,ABE,EYW,1168.0,640.0
78,2022,ABE,FAI,3228.0,80.0
79,2022,ABE,FAR,1149.0,240.0
80,2022,ABE,FAT,2383.0,150.0
81,2022,ABE,FAY,433.0,230.0
82,2022,ABE,FCA,1967.0,330.0
83,2022,ABE,FLG,2002.0,40.0
84,2022,ABE,FLL,1041.0,16090.0
85,2022,ABE,FLO,504.0,160.0
86,2022,ABE,FNT,457.0,70.0
87,2022,ABE,FSD,1110.0,330.0
88,2022,ABE,FSM,1094.0,40.0
89,2022,ABE,FWA,512.0,250.0
90,2022,ABE,GCK,1364.0,10.0
91,2022,ABE,GEG,2120.0,340.0
92,2022,ABE,GFK,1184.0,10.0
93,2022,ABE,GJT,1751.0,20.0
94,2022,ABE,GNV,848.0,530.0
95,2022,ABE,GPT,1041.0,320.0
96,2022,ABE,GRB,698.0,640.0
97,2022,ABE,GRK,1414.0,70.0
98,2022,ABE,GRR,543.0,840.0
99,2022,ABE,GSO,398.0,940.0
100,2022,ABE,GSP,543.0,1410.0
101,2022,ABE,GTF,1832.0,20.0
102,2022,ABE,GTR,879.0,100.0
103,2022,ABE,HDN,1663.0,90.0
104,2022,ABE,HHH,650.0,480.0
105,2022,ABE,HNL,4898.0,270.0
106,2022,ABE,HOB,1630.0,10.0
107,2022,ABE,HOU,1350.0,200.0
108,2022,ABE,HRL,1615.0,40.0
109,2022,ABE,HSV,746.0,590.0
110,2022,ABE,HTS,412.0,40.0
111,2022,ABE,IAD,159.0,350.0
112,2022,ABE,IAH,1339.0,2190.0
113,2022,ABE,ICT,1196.0,600.0
114,2022,ABE,IDA,1878.0,30.0
115,2022,ABE,ILM,460.0,760.0
116,2022,ABE,IMT,731.0,50.0
117,2022,ABE,IND,578.0,1700.0
118,2022,ABE,IRK,902.0,30.0
119,2022,ABE,JAC,1811.0,270.0
120,2022,ABE,JAN,995.0,540.0
121,2022,ABE,JAX,783.0,2310.0
122,2022,ABE,JLN,1053.0,10.0
123,2022,ABE,KOA,4867.0,80.0
124,2022,ABE,KTN,2712.0,10.0
125,2022,ABE,LAN,495.0,130.0
126,2022,ABE,LAS,2161.0,2750.0
127,2022,ABE,LAW,1324.0,30.0
128,2022,ABE,LAX,2388.0,2230.0
129,2022,ABE,LBB,1527.0,30.0
130,2022,ABE,LCH,1235.0,30.0
131,2022,ABE,LEX,523.0,660.0
132,2022,ABE,LFT,1176.0,190.0
133,2022,ABE,LGB,2378.0,10.0
134,2022,ABE,LIH,4943.0,60.0
135,2022,ABE,LIT,1004.0,960.0
136,2022,ABE,LNK,1116.0,140.0
137,2022,ABE,LRD,1639.0,20.0
138,2022,ABE,LSE,839.0,80.0
139,2022,ABE,LWS,2101.0,10.0
140,2022,ABE,LYH,306.0,60.0
141,2022,ABE,MAF,1602.0,40.0
142,2022,ABE,MBS,486.0,160.0
143,2022,ABE,MCI,1025.0,2110.0
144,2022,ABE,MCO,906.0,3770.0
145,2022,ABE,MDW,646.0,200.0
146,2022,ABE,MEM,883.0,2250.0
147,2022,ABE,MFE,1644.0,70.0
148,2022,ABE,MFR,2431.0,50.0
149,2022,ABE,MGM,838.0,290.0
150,2022,ABE,MHK,1130.0,40.0
151,2022,ABE,MHT,260.0,10.0
152,2022,ABE,MIA,1061.0,1280.0
153,2022,ABE,MKE,662.0,1120.0
154,2022,ABE,MLB,914.0,630.0
155,2022,ABE,MLI,788.0,170.0
156,2022,ABE,MLU,1078.0,80.0
157,2022,ABE,MOB,993.0,500.0
158,2022,ABE,MOT,1373.0,30.0
159,2022,ABE,MQT,717.0,10.0
160,2022,ABE,MRY,2498.0,50.0
161,2022,ABE,MSN,736.0,1100.0
162,2022,ABE,MSO,1960.0,170.0
163,2022,ABE,MSP,948.0,1890.0
164,2022,ABE,MSY,1111.0,1580.0
165,2022,ABE,MTJ,1729.0,30.0
166,2022,ABE,MYR,518.0,18510.0
167,2022,ABE,OAJ,419.0,210.0
168,2022,ABE,OAK,2490.0,20.0
169,2022,ABE,OGG,4839.0,200.0
170,2022,ABE,OKC,1258.0,1060.0
171,2022,ABE,OMA,1068.0,1450.0
172,2022,ABE,ONT,2342.0,650.0
174,2022,ABE,ORD,655.0,4770.0
173,2022,ABE,ORD,654.0,12850.0
175,2022,ABE,ORF,262.0,110.0
176,2022,ABE,PAH,760.0,10.0
177,2022,ABE,PBI,999.0,2150.0
178,2022,ABE,PDX,2374.0,1210.0
179,2022,ABE,PGD,1018.0,32160.0
180,2022,ABE,PGV,362.0,60.0
181,2022,ABE,PHX,2066.0,2820.0
182,2022,ABE,PIA,748.0,160.0
183,2022,ABE,PIE,970.0,44530.0
184,2022,ABE,PIH,1910.0,40.0
185,2022,ABE,PIT,252.0,130.0
186,2022,ABE,PLN,582.0,20.0
187,2022,ABE,PNS,963.0,1480.0
188,2022,ABE,PSC,2202.0,10.0
189,2022,ABE,PSP,2291.0,290.0
190,2022,ABE,PVD,222.0,10.0
191,2022,ABE,PWM,335.0,50.0
192,2022,ABE,RAP,1426.0,280.0
193,2022,ABE,RDD,2435.0,10.0
194,2022,ABE,RDM,2319.0,30.0
195,2022,ABE,RDU,376.0,1850.0
196,2022,ABE,RIC,239.0,10.0
197,2022,ABE,RNO,2326.0,200.0
198,2022,ABE,ROA,335.0,130.0
199,2022,ABE,ROC,205.0,20.0
200,2022,ABE,RST,901.0,90.0
201,2022,ABE,RSW,1038.0,1730.0
202,2022,ABE,SAF,1696.0,10.0
203,2022,ABE,SAN,2359.0,1850.0
204,2022,ABE,SAT,1506.0,2410.0
205,2022,ABE,SAV,669.0,4420.0
206,2022,ABE,SBA,2449.0,90.0
207,2022,ABE,SBN,571.0,530.0
208,2022,ABE,SBP,2470.0,40.0
209,2022,ABE,SDF,576.0,1270.0
210,2022,ABE,SEA,2344.0,1660.0
211,2022,ABE,SFB,882.0,91340.0
212,2022,ABE,SFO,2500.0,1350.0
213,2022,ABE,SGF,993.0,910.0
214,2022,ABE,SGU,2053.0,40.0
215,2022,ABE,SHV,1166.0,260.0
216,2022,ABE,SJC,2483.0,230.0
217,2022,ABE,SJT,1536.0,20.0
218,2022,ABE,SJU,1630.0,250.0
219,2022,ABE,SLC,1904.0,1440.0
220,2022,ABE,SLN,1187.0,40.0
221,2022,ABE,SMF,2436.0,730.0
222,2022,ABE,SNA,2367.0,1370.0
223,2022,ABE,SRQ,1000.0,17810.0
224,2022,ABE,STL,805.0,2070.0
225,2022,ABE,STT,1658.0,120.0
226,2022,ABE,STX,1703.0,30.0
227,2022,ABE,SUN,1989.0,10.0
228,2022,ABE,SUX,1090.0,10.0
229,2022,ABE,SWO,1211.0,10.0
230,2022,ABE,TEX,1740.0,10.0
231,2022,ABE,TLH,866.0,660.0
232,2022,ABE,TOL,441.0,10.0
233,2022,ABE,TPA,962.0,3150.0
234,2022,ABE,TRI,474.0,260.0
235,2022,ABE,TUL,1148.0,790.0
236,2022,ABE,TUS,2049.0,980.0
237,2022,ABE,TVC,588.0,180.0
238,2022,ABE,TXK,1136.0,10.0
239,2022,ABE,TYR,1246.0,10.0
240,2022,ABE,TYS,572.0,790.0
241,2022,ABE,UIN,833.0,30.0
242,2022,ABE,VLD,810.0,70.0
243,2022,ABE,VPS,937.0,1130.0
244,2022,ABE,XNA,1064.0,770.0
245,2022,ABE,YUM,2225.0,10.0
246,2022,ABI,ABE,1458.0,40.0
247,2022,ABI,ABQ,438.0,450.0
248,2022,ABI,ACT,154.0,20.0
249,2022,ABI,ACV,1473.0,10.0
250,2022,ABI,ACY,1483.0,10.0
251,2022,ABI,AEX,426.0,10.0
252,2022,ABI,AGS,1031.0,110.0
253,2022,ABI,ALB,1580.0,200.0
254,2022,ABI,AMA,226.0,60.0
255,2022,ABI,ANC,2986.0,280.0
256,2022,ABI,ART,1507.0,10.0
257,2022,ABI,ASE,619.0,100.0
258,2022,ABI,ATL,889.0,1330.0
259,2022,ABI,ATW,1015.0,30.0
260,2022,ABI,AUG,1805.0,10.0
261,2022,ABI,AUS,194.0,260.0
262,2022,ABI,AVL,1005.0,180.0
263,2022,ABI,AVP,1457.0,40.0
264,2022,ABI,AZO,1029.0,20.0
265,2022,ABI,BDL,1619.0,240.0
266,2022,ABI,BFL,1131.0,180.0
267,2022,ABI,BGR,1860.0,100.0
268,2022,ABI,BHM,755.0,270.0
269,2022,ABI,BIL,1038.0,160.0
270,2022,ABI,BIS,992.0,110.0
271,2022,ABI,BKW,1112.0,10.0
272,2022,ABI,BLI,1638.0,10.0
273,2022,ABI,BMI,817.0,70.0
274,2022,ABI,BNA,786.0,1660.0
275,2022,ABI,BOI,1182.0,370.0
276,2022,ABI,BOS,1710.0,670.0
277,2022,ABI,BPT,376.0,90.0
278,2022,ABI,BRL,747.0,10.0
279,2022,ABI,BRO,468.0,90.0
280,2022,ABI,BTR,520.0,150.0
281,2022,ABI,BTV,1651.0,30.0
282,2022,ABI,BUF,1353.0,160.0
283,2022,ABI,BUR,1086.0,370.0
284,2022,ABI,BWI,1370.0,640.0
285,2022,ABI,BZN,1107.0,90.0
286,2022,ABI,CAE,1079.0,300.0
287,2022,ABI,CAK,1167.0,10.0
288,2022,ABI,CHA,852.0,170.0
289,2022,ABI,CHO,1260.0,60.0
290,2022,ABI,CHS,1144.0,400.0
291,2022,ABI,CID,787.0,170.0
292,2022,ABI,CLE,1162.0,650.0
293,2022,ABI,CLL,233.0,50.0
294,2022,ABI,CLT,1093.0,930.0
295,2022,ABI,CMH,1072.0,730.0
296,2022,ABI,CMI,825.0,60.0
297,2022,ABI,COS,523.0,410.0
298,2022,ABI,COU,609.0,140.0
299,2022,ABI,CRP,345.0,270.0
300,2022,ABI,CRW,1098.0,40.0
301,2022,ABI,CSG,861.0,30.0
302,2022,ABI,CVG,958.0,480.0
303,2022,ABI,CWA,1009.0,30.0
304,2022,ABI,DAB,1128.0,60.0
305,2022,ABI,DAY,1005.0,240.0
306,2022,ABI,DBQ,846.0,10.0
307,2022,ABI,DCA,1345.0,1310.0
308,2022,ABI,DEN,584.0,1810.0
309,2022,ABI,DFW,158.0,2180.0
310,2022,ABI,DRO,563.0,130.0
311,2022,ABI,DSM,711.0,370.0
312,2022,ABI,DTW,1122.0,520.0
313,2022,ABI,EAU,966.0,10.0
314,2022,ABI,ECP,832.0,170.0
315,2022,ABI,EGE,642.0,90.0
316,2022,ABI,ELP,395.0,480.0
317,2022,ABI,ERI,1261.0,40.0
318,2022,ABI,EUG,1505.0,130.0
319,2022,ABI,EVV,788.0,120.0
320,2022,ABI,EWN,1313.0,20.0
321,2022,ABI,EWR,1523.0,510.0
322,2022,ABI,EYW,1215.0,200.0
323,2022,ABI,FAI,3014.0,40.0
324,2022,ABI,FAR,1012.0,130.0
325,2022,ABI,FAT,1179.0,280.0
326,2022,ABI,FAY,1209.0,70.0
327,2022,ABI,FCA,1335.0,30.0
328,2022,ABI,FLG,715.0,40.0
329,2022,ABI,FLL,1256.0,500.0
330,2022,ABI,FNT,1134.0,50.0
331,2022,ABI,FSD,787.0,230.0
332,2022,ABI,FSM,366.0,30.0
333,2022,ABI,FWA,996.0,100.0
334,2022,ABI,GCK,385.0,40.0
335,2022,ABI,GEG,1407.0,380.0
336,2022,ABI,GGG,291.0,30.0
337,2022,ABI,GJT,678.0,90.0
338,2022,ABI,GNV,1048.0,40.0
339,2022,ABI,GPT,642.0,140.0
340,2022,ABI,GRB,1040.0,80.0
341,2022,ABI,GRI,595.0,40.0
342,2022,ABI,GRK,143.0,10.0
343,2022,ABI,GRR,1058.0,270.0
344,2022,ABI,GSO,1156.0,170.0
345,2022,ABI,GSP,1020.0,260.0
346,2022,ABI,GUC,587.0,10.0
347,2022,ABI,HDN,696.0,40.0
348,2022,ABI,HHH,1109.0,20.0
349,2022,ABI,HLN,1176.0,10.0
350,2022,ABI,HNL,3633.0,380.0
351,2022,ABI,HOU,323.0,720.0
352,2022,ABI,HPN,1553.0,20.0
353,2022,ABI,HRL,443.0,150.0
354,2022,ABI,HSV,760.0,200.0
355,2022,ABI,IAD,1325.0,250.0
356,2022,ABI,IAH,307.0,1210.0
357,2022,ABI,ICT,383.0,170.0
358,2022,ABI,IDA,1019.0,70.0
359,2022,ABI,ILM,1264.0,110.0
360,2022,ABI,IND,901.0,710.0
361,2022,ABI,JAC,978.0,100.0
362,2022,ABI,JAN,562.0,250.0
363,2022,ABI,JAX,1070.0,660.0
364,2022,ABI,JFK,1542.0,160.0
365,2022,ABI,JNU,2418.0,20.0
366,2022,ABI,KOA,3570.0,40.0
367,2022,ABI,LAS,920.0,2330.0
368,2022,ABI,LAX,1089.0,1060.0
369,2022,ABI,LCH,413.0,140.0
370,2022,ABI,LEX,935.0,270.0
371,2022,ABI,LFT,480.0,230.0
372,2022,ABI,LGA,1539.0,1130.0
373,2022,ABI,LGB,1074.0,40.0
374,2022,ABI,LIH,3696.0,90.0
375,2022,ABI,LIT,459.0,430.0
376,2022,ABI,LRD,336.0,40.0
377,2022,ABI,LSE,913.0,30.0
378,2022,ABI,LYH,1209.0,10.0
379,2022,ABI,MCI,550.0,670.0
380,2022,ABI,MCO,1129.0,1830.0
381,2022,ABI,MDT,1382.0,110.0
382,2022,ABI,MEM,587.0,550.0
383,2022,ABI,MFE,438.0,200.0
384,2022,ABI,MFR,1443.0,100.0
385,2022,ABI,MGM,777.0,150.0
386,2022,ABI,MGW,1211.0,10.0
387,2022,ABI,MHK,494.0,20.0
388,2022,ABI,MHT,1699.0,50.0
389,2022,ABI,MIA,1256.0,460.0
390,2022,ABI,MKE,970.0,380.0
391,2022,ABI,MLB,1175.0,40.0
392,2022,ABI,MLI,803.0,130.0
393,2022,ABI,MLU,447.0,60.0
394,2022,ABI,MOB,685.0,120.0
395,2022,ABI,MRY,1294.0,20.0
396,2022,ABI,MSN,930.0,180.0
397,2022,ABI,MSO,1257.0,110.0
398,2022,ABI,MSP,928.0,790.0
399,2022,ABI,MSY,582.0,550.0
400,2022,ABI,MTJ,625.0,60.0
401,2022,ABI,MYR,1206.0,70.0
402,2022,ABI,OAJ,1281.0,20.0
403,2022,ABI,OGG,3558.0,100.0
404,2022,ABI,OGS,1552.0,10.0
405,2022,ABI,OKC,238.0,200.0
406,2022,ABI,OMA,648.0,510.0
407,2022,ABI,ONT,1043.0,580.0
408,2022,ABI,ORD,924.0,1250.0
409,2022,ABI,ORF,1369.0,680.0
410,2022,ABI,OWB,798.0,10.0
411,2022,ABI,PBG,1641.0,10.0
412,2022,ABI,PBI,1242.0,290.0
413,2022,ABI,PDX,1523.0,680.0
414,2022,ABI,PGV,1296.0,20.0
415,2022,ABI,PHF,1355.0,40.0
416,2022,ABI,PHL,1455.0,1000.0
417,2022,ABI,PHX,720.0,1660.0
418,2022,ABI,PIA,794.0,60.0
419,2022,ABI,PIT,1215.0,750.0
420,2022,ABI,PNS,750.0,390.0
421,2022,ABI,PSC,1406.0,20.0
422,2022,ABI,PSP,979.0,150.0
423,2022,ABI,PVD,1679.0,120.0
424,2022,ABI,PWM,1767.0,120.0
425,2022,ABI,RAP,823.0,440.0
426,2022,ABI,RDD,1372.0,20.0
427,2022,ABI,RDM,1417.0,40.0
428,2022,ABI,RDU,1219.0,890.0
429,2022,ABI,RIC,1313.0,480.0
430,2022,ABI,RNO,1224.0,280.0
431,2022,ABI,ROA,1167.0,70.0
432,2022,ABI,ROC,1407.0,80.0
433,2022,ABI,ROW,288.0,10.0
434,2022,ABI,RST,883.0,20.0
435,2022,ABI,RSW,1152.0,240.0
436,2022,ABI,SAF,429.0,80.0
437,2022,ABI,SAN,1021.0,1000.0
438,2022,ABI,SAT,211.0,280.0
439,2022,ABI,SAV,1081.0,310.0
440,2022,ABI,SBA,1171.0,120.0
441,2022,ABI,SBN,976.0,120.0
442,2022,ABI,SBP,1219.0,90.0
443,2022,ABI,SBY,1420.0,20.0
444,2022,ABI,SCE,1341.0,10.0
445,2022,ABI,SDF,881.0,410.0
446,2022,ABI,SDY,1082.0,10.0
447,2022,ABI,SEA,1577.0,1210.0
448,2022,ABI,SFO,1332.0,510.0
449,2022,ABI,SGF,489.0,230.0
450,2022,ABI,SGU,848.0,40.0
451,2022,ABI,SHV,342.0,90.0
452,2022,ABI,SJC,1305.0,290.0
453,2022,ABI,SJU,2301.0,270.0
454,2022,ABI,SLC,893.0,890.0
455,2022,ABI,SMF,1304.0,740.0
456,2022,ABI,SNA,1058.0,630.0
457,2022,ABI,SPI,758.0,110.0
458,2022,ABI,SRQ,1083.0,60.0
459,2022,ABI,STL,682.0,890.0
460,2022,ABI,STS,1366.0,70.0
461,2022,ABI,STT,2363.0,10.0
462,2022,ABI,SYR,1479.0,200.0
463,2022,ABI,TLH,916.0,180.0
464,2022,ABI,TPA,1069.0,950.0
465,2022,ABI,TRI,1024.0,80.0
466,2022,ABI,TUL,339.0,370.0
467,2022,ABI,TUS,659.0,420.0
468,2022,ABI,TVC,1140.0,50.0
469,2022,ABI,TXK,338.0,50.0
470,2022,ABI,TYR,250.0,60.0
471,2022,ABI,TYS,928.0,320.0
472,2022,ABI,VPS,788.0,670.0
473,2022,ABI,XNA,407.0,130.0
474,2022,ABI,YKM,1474.0,10.0
475,2022,ABI,YUM,871.0,30.0
476,2022,ABQ,ABE,1738.0,820.0
477,2022,ABQ,ABI,438.0,470.0
478,2022,ABQ,ABR,837.0,20.0
479,2022,ABQ,ABY,1317.0,70.0
480,2022,ABQ,ACK,2021.0,50.0
481,2022,ABQ,ACT,591.0,280.0
482,2022,ABQ,ACV,1037.0,520.0
483,2022,ABQ,ACY,1782.0,20.0
484,2022,ABQ,ADQ,2619.0,100.0
485,2022,ABQ,AEX,853.0,330.0
486,2022,ABQ,AGS,1412.0,1970.0
487,2022,ABQ,AIA,526.0,10.0
488,2022,ABQ,AKN,2782.0,30.0
489,2022,ABQ,ALB,1834.0,4840.0
490,2022,ABQ,ALO,924.0,30.0
491,2022,ABQ,ALW,977.0,80.0
492,2022,ABQ,ANC,2618.0,6980.0
493,2022,ABQ,APN,1397.0,10.0
494,2022,ABQ,ART,1735.0,10.0
495,2022,ABQ,ASE,289.0,330.0
496,2022,ABQ,ATL,1269.0,44240.0
497,2022,ABQ,ATW,1152.0,880.0
498,2022,ABQ,ATY,845.0,70.0
499,2022,ABQ,AUS,619.0,58940.0
500,2022,ABQ,AVL,1358.0,2610.0
501,2022,ABQ,AVP,1727.0,750.0
502,2022,ABQ,AZO,1238.0,240.0
503,2022,ABQ,BDL,1886.0,8260.0
504,2022,ABQ,BET,2990.0,90.0
505,2022,ABQ,BFF,499.0,60.0
506,2022,ABQ,BFL,704.0,770.0
507,2022,ABQ,BGR,2095.0,620.0
508,2022,ABQ,BHB,2116.0,10.0
509,2022,ABQ,BHM,1138.0,4780.0
510,2022,ABQ,BIH,676.0,20.0
511,2022,ABQ,BIL,750.0,1770.0
512,2022,ABQ,BIS,865.0,650.0
513,2022,ABQ,BJI,1051.0,60.0
514,2022,ABQ,BKW,1428.0,30.0
515,2022,ABQ,BLI,1250.0,1630.0
516,2022,ABQ,BMI,1037.0,410.0
517,2022,ABQ,BNA,1123.0,21710.0
518,2022,ABQ,BOI,781.0,8090.0
519,2022,ABQ,BOS,1974.0,31690.0
520,2022,ABQ,BPT,814.0,280.0
521,2022,ABQ,BQK,1477.0,120.0
522,2022,ABQ,BQN,2670.0,100.0
523,2022,ABQ,BRD,1019.0,60.0
524,2022,ABQ,BRO,833.0,410.0
525,2022,ABQ,BRW,3086.0,20.0
526,2022,ABQ,BTM,814.0,400.0
527,2022,ABQ,BTR,951.0,1660.0
528,2022,ABQ,BTV,1881.0,2100.0
529,2022,ABQ,BUF,1588.0,4120.0
530,2022,ABQ,BUR,672.0,26800.0
531,2022,ABQ,BWI,1670.0,31260.0
532,2022,ABQ,BZN,778.0,4740.0
533,2022,ABQ,CAE,1453.0,2290.0
534,2022,ABQ,CAK,1427.0,250.0
535,2022,ABQ,CDC,406.0,110.0
536,2022,ABQ,CDV,2459.0,40.0
537,2022,ABQ,CHA,1211.0,1510.0
538,2022,ABQ,CHO,1574.0,770.0
539,2022,ABQ,CHS,1528.0,5820.0
540,2022,ABQ,CID,934.0,1870.0
541,2022,ABQ,CIU,1390.0,90.0
542,2022,ABQ,CKB,1480.0,40.0
543,2022,ABQ,CLE,1411.0,9310.0
544,2022,ABQ,CLL,670.0,540.0
545,2022,ABQ,CLT,1449.0,11060.0
546,2022,ABQ,CMH,1342.0,10420.0
547,2022,ABQ,CMI,1062.0,500.0
548,2022,ABQ,CMX,1257.0,40.0
549,2022,ABQ,CNY,310.0,50.0
550,2022,ABQ,COD,667.0,340.0
551,2022,ABQ,COS,280.0,1970.0
552,2022,ABQ,COU,837.0,640.0
553,2022,ABQ,CPR,543.0,540.0
554,2022,ABQ,CRP,734.0,3020.0
555,2022,ABQ,CRW,1403.0,590.0
556,2022,ABQ,CSG,1257.0,300.0
557,2022,ABQ,CVG,1241.0,8030.0
558,2022,ABQ,CWA,1119.0,300.0
559,2022,ABQ,CYS,433.0,160.0
560,2022,ABQ,DAB,1547.0,1220.0
561,2022,ABQ,DAL,580.0,63910.0
562,2022,ABQ,DAY,1272.0,2840.0
563,2022,ABQ,DBQ,996.0,10.0
564,2022,ABQ,DCA,1650.0,38710.0
565,2022,ABQ,DEN,349.0,88670.0
566,2022,ABQ,DFW,569.0,50450.0
567,2022,ABQ,DHN,1250.0,80.0
568,2022,ABQ,DIK,835.0,250.0
569,2022,ABQ,DLG,2853.0,10.0
570,2022,ABQ,DLH,1107.0,290.0
571,2022,ABQ,DRT,513.0,200.0
572,2022,ABQ,DSM,833.0,3890.0
573,2022,ABQ,DTW,1347.0,14960.0
574,2022,ABQ,DUJ,1561.0,10.0
575,2022,ABQ,DVL,986.0,50.0
576,2022,ABQ,EAR,571.0,30.0
577,2022,ABQ,EAT,1105.0,120.0
578,2022,ABQ,EAU,1048.0,30.0
579,2022,ABQ,ECP,1252.0,2880.0
580,2022,ABQ,EGE,318.0,100.0
581,2022,ABQ,EKO,640.0,110.0
582,2022,ABQ,ELM,1672.0,110.0
583,2022,ABQ,ENA,2641.0,20.0
584,2022,ABQ,ERI,1505.0,120.0
585,2022,ABQ,ESC,1261.0,10.0
586,2022,ABQ,EUG,1082.0,4330.0
587,2022,ABQ,EVV,1080.0,510.0
588,2022,ABQ,EWN,1670.0,200.0
589,2022,ABQ,EWR,1805.0,18010.0
590,2022,ABQ,EYW,1652.0,850.0
591,2022,ABQ,FAI,2671.0,1910.0
592,2022,ABQ,FAR,965.0,1600.0
593,2022,ABQ,FAT,744.0,4340.0
594,2022,ABQ,FAY,1567.0,600.0
595,2022,ABQ,FCA,997.0,1620.0
596,2022,ABQ,FLG,287.0,160.0
597,2022,ABQ,FLL,1688.0,13310.0
598,2022,ABQ,FLO,1529.0,60.0
599,2022,ABQ,FNL,383.0,40.0
600,2022,ABQ,FNT,1341.0,540.0
601,2022,ABQ,FSD,791.0,1720.0
602,2022,ABQ,FSM,693.0,310.0
603,2022,ABQ,FWA,1234.0,830.0
604,2022,ABQ,GCC,645.0,160.0
605,2022,ABQ,GEG,1035.0,9200.0
606,2022,ABQ,GFK,1015.0,150.0
607,2022,ABQ,GGG,709.0,170.0
608,2022,ABQ,GJT,301.0,490.0
609,2022,ABQ,GNV,1466.0,1190.0
610,2022,ABQ,GPT,1069.0,990.0
611,2022,ABQ,GRB,1176.0,650.0
612,2022,ABQ,GRI,610.0,90.0
613,2022,ABQ,GRK,578.0,560.0
614,2022,ABQ,GRR,1253.0,5050.0
615,2022,ABQ,GSO,1499.0,2420.0
616,2022,ABQ,GSP,1381.0,3200.0
617,2022,ABQ,GST,2093.0,20.0
618,2022,ABQ,GTF,893.0,900.0
619,2022,ABQ,GTR,1036.0,180.0
620,2022,ABQ,GUC,242.0,10.0
621,2022,ABQ,GUM,6704.0,80.0
622,2022,ABQ,HDN,377.0,350.0
623,2022,ABQ,HHH,1502.0,140.0
624,2022,ABQ,HIB,1111.0,50.0
625,2022,ABQ,HLN,846.0,580.0
626,2022,ABQ,HNL,3233.0,15120.0
627,2022,ABQ,HOT,769.0,10.0
628,2022,ABQ,HOU,759.0,45020.0
629,2022,ABQ,HPN,1830.0,1360.0
630,2022,ABQ,HRL,807.0,2520.0
631,2022,ABQ,HSV,1126.0,4090.0
632,2022,ABQ,HTS,1351.0,20.0
633,2022,ABQ,HVR,946.0,10.0
634,2022,ABQ,HYA,2010.0,20.0
